id,price_doc
30474,0.0001
30475,2443534.194340786
30476,2855362.159202965
30477,0.0001
30478,0.0001
30479,4758628.073525572
30480,521949.6086423085
30481,0.0001
30482,0.0001
30483,0.0001
30484,3125290.9345539752
30485,0.0001
30486,0.0001
30487,0.0001
30488,0.0001
30489,2014520.8819376137
30490,9457499.534001417
30491,8776589.97332838
30492,1674609.0976330917
30493,6843869.833577703
30494,1108560.3498877678
30495,5447170.318347299
30496,6181131.722715369
30497,2913009.951734367
30498,1193435.8435768066
30499,3747889.042845981
30500,4093805.8584992066
30501,2088150.5455146045
30502,0.0001
30503,3127015.4643742004
30504,2219852.6746131284
30505,3974366.7811333667
30506,0.0001
30507,0.0001
30508,1643013.5603510337
30509,2011979.928893379
30510,4864243.622437044
30511,2668057.753635759
30512,544161.171752586
30513,556711.2815635097
30514,0.0001
30515,4678268.67230862
30516,182693.61204215232
30517,5725871.622557984
30518,3489894.384934286
30519,2675859.7299914723
30520,2780346.708967917
30521,823034.7327048541
30522,3540879.405868722
30523,2611045.497075494
30524,2928863.970828196
30525,5488360.854627646
30526,0.0001
30527,1122232.595203315
30528,2135662.9918084806
30529,3522401.6395960725
30530,1458672.2498298609
30531,6260856.680590955
30532,233559.441834555
30533,4960870.586288314
30534,1056417.840505967
30535,4746922.976327991
30536,1293216.1688226983
30537,5249928.448882792
30538,284788.91401541186
30539,11596653.252551228
30540,4829481.949515843
30541,5133166.767429602
30542,0.0001
30543,1445837.4062613216
30544,2531260.180363615
30545,5490234.075765686
30546,0.0001
30547,4647917.586659428
30548,298928.7955062762
30549,0.0001
30550,4083369.6076909145
30551,0.0001
30552,0.0001
30553,4787948.786486998
30554,3378402.114630671
30555,2503364.965150753
30556,4649128.80382379
30557,5317177.423722615
30558,1548871.0530565837
30559,3901745.3544374905
30560,3390101.7162569794
30561,2568976.9960884866
30562,5327334.692673924
30563,6010452.414114265
30564,3852886.650643149
30565,3754973.3854558673
30566,3340575.1761113433
30567,0.0001
30568,6296302.666668665
30569,3960898.9176665973
30570,2141662.268977325
30571,1682214.7995909033
30572,0.0001
30573,3094005.4289248944
30574,2151455.103023406
30575,1822537.2837609886
30576,0.0001
30577,2142258.500437494
30578,0.0001
30579,2574825.9284917517
30580,886656.2792279585
30581,0.0001
30582,6046865.466677228
30583,1056417.840505967
30584,808397.1605534339
30585,0.0001
30586,2266979.9626728576
30587,2196213.4557643197
30588,3643987.874036323
30589,2734813.8770127743
30590,4992246.050044916
30591,2862669.927876936
30592,2025960.0906233927
30593,6195036.391883851
30594,10433875.293337062
30595,2785347.7835383774
30596,0.0001
30597,3094005.4289248944
30598,4885100.626189765
30599,5725249.303095261
30600,7574727.695568299
30601,2359424.526990905
30602,0.0001
30603,6896932.446504259
30604,2321822.5350282593
30605,3263468.5844157482
30606,9486385.234446507
30607,3065295.3628856917
30608,1714311.9622073844
30609,2054393.2780269152
30610,0.0001
30611,1643013.5603510337
30612,2878244.3461552
30613,3797125.641913039
30614,8349885.97404603
30615,1772749.3900819095
30616,1695156.0697328346
30617,1819408.6219123425
30618,1245195.7522757044
30619,5810572.79481736
30620,0.0001
30621,4907842.474041419
30622,5301055.539088659
30623,3176345.4431030783
30624,2301878.9806460002
30625,3426165.8852287587
30626,3850054.826222249
30627,3753478.3639596445
30628,3122683.809084885
30629,1410651.9237767593
30630,6175570.360489968
30631,39638.907560843974
30632,0.0001
30633,3090049.669904633
30634,6474584.801615557
30635,4877279.249782494
30636,0.0001
30637,4882493.500720674
30638,3058952.7320253155
30639,3477075.0709199836
30640,249985.36001238134
30641,4502161.158119797
30642,0.0001
30643,4901603.947041774
30644,4936374.093748536
30645,160240.91150841955
30646,1414663.5476212124
30647,0.0001
30648,10258788.502116699
30649,0.0001
30650,2519017.943086964
30651,0.0001
30652,206533.2688608803
30653,2100923.4514888097
30654,0.0001
30655,5858183.380161773
30656,0.0001
30657,1417416.598953947
30658,3060128.8561647683
30659,0.0001
30660,3314447.6395844165
30661,2849687.0316059915
30662,1554518.9717937289
30663,9141593.056475846
30664,6810687.048591665
30665,2054393.2780269152
30666,0.0001
30667,0.0001
30668,4471606.569659416
30669,0.0001
30670,0.0001
30671,4394806.592771721
30672,6039813.121175047
30673,4897604.722231099
30674,7081731.786315375
30675,0.0001
30676,4653309.304871577
30677,2084339.057239892
30678,9055386.687555235
30679,2662122.2278477163
30680,2732773.768932254
30681,0.0001
30682,778999.764260022
30683,5196217.598834512
30684,3465827.996818903
30685,3630088.510349802
30686,4649590.292148629
30687,0.0001
30688,0.0001
30689,6704465.703333361
30690,10641166.904249907
30691,1902662.6115577398
30692,3099134.4222136573
30693,1694169.7701573158
30694,2524827.1548264134
30695,2312860.6022252035
30696,4488091.4875197625
30697,6247398.866866885
30698,3561023.4723084397
30699,1518885.343479929
30700,0.0001
30701,4939850.261040656
30702,2988347.9903870453
30703,0.0001
30704,5040550.891074018
30705,4999609.450458787
30706,9302842.496783677
30707,0.0001
30708,6429092.038222168
30709,2880221.1404595096
30710,0.0001
30711,0.0001
30712,0.0001
30713,4005914.967034054
30714,1417122.6280863867
30715,0.0001
30716,5196217.598834512
30717,3350484.768981203
30718,6070186.69024243
30719,6155003.555923849
30720,4171462.2090666345
30721,2630723.165797461
30722,0.0001
30723,1737337.060574213
30724,6052555.18983777
30725,2431844.4421833893
30726,4416008.531914177
30727,4760827.645496472
30728,5590836.170875738
30729,0.0001
30730,1609712.9554428188
30731,2711935.0026779575
30732,3636962.6716723884
30733,5028680.163087045
30734,3049146.6494460218
30735,0.0001
30736,8217818.644610514
30737,4143433.0748680714
30738,3294465.666036688
30739,0.0001
30740,741419.7714233464
30741,4429955.537209261
30742,495878.3539514085
30743,0.0001
30744,2323620.9851752967
30745,4651508.375787513
30746,0.0001
30747,7641578.877858904
30748,7144142.657334574
30749,3089764.854006049
30750,378221.2859507622
30751,0.0001
30752,2283422.2343251137
30753,4906023.008099344
