id,price_doc
30474,0.0039000000000000003
30475,0.00792
30476,0.00405
30477,0.00628
30478,0.004
30479,0.004843
30480,0.0038799999999999998
30481,0.0043100000000000005
30482,0.00454
30483,0.00433
30484,0.003726
30485,0.003920000000000001
30486,0.0037040000000000003
30487,0.00398
30488,0.00693
30489,0.00693
30490,0.01174
30491,0.00945
30492,0.00625
30493,0.007770000000000001
30494,0.0064
30495,0.00672
30496,0.009988
30497,0.00792
30498,0.0032500000000000003
30499,0.00651
30500,0.0074
30501,0.00458
30502,0.0032
30503,0.00378
30504,0.003920000000000001
30505,0.008191
30506,0.0053820000000000005
30507,0.003920000000000001
30508,0.00517
30509,0.005370000000000001
30510,0.005727
30511,0.00449
30512,0.00415
30513,0.003920000000000001
30514,0.006942
30515,0.0055130000000000005
30516,0.006006000000000001
30517,0.005956
30518,0.003582
30519,0.00312
30520,0.004021
30521,0.00379
30522,0.006979000000000001
30523,0.00386
30524,0.00545
30525,0.0037
30526,0.00385
30527,0.00564
30528,0.00393
30529,0.003920000000000001
30530,0.00369
30531,0.007670000000000001
30532,0.00498
30533,0.0057
30534,0.00634
30535,0.005592000000000001
30536,0.0061
30537,0.00753
30538,0.00298
30539,0.010428
30540,0.005687
30541,0.0044
30542,0.00348
30543,0.00348
30544,0.00639
30545,0.00463
30546,0.00419
30547,0.006170000000000001
30548,0.00491
30549,0.00433
30550,0.00753
30551,0.00433
30552,0.0034020000000000005
30553,0.0041600000000000005
30554,0.007690000000000001
30555,0.0061600000000000005
30556,0.004717000000000001
30557,0.00627
30558,0.0054
30559,0.0038200000000000005
30560,0.0032600000000000003
30561,0.00469
30562,0.00624
30563,0.004
30564,0.004620000000000001
30565,0.00848
30566,0.008409999999999999
30567,0.0034700000000000004
30568,0.00548
30569,0.00638
30570,0.0038700000000000006
30571,0.004625000000000001
30572,0.0038799999999999998
30573,0.00369
30574,0.00489
30575,0.0037500000000000003
30576,0.00398
30577,0.00394
30578,0.005499
30579,0.0047799999999999995
30580,0.0036600000000000005
30581,0.00323
30582,0.00589
30583,0.00634
30584,0.00286
30585,0.002805
30586,0.006313000000000001
30587,0.00673
30588,0.0038200000000000005
30589,0.00568
30590,0.00817
30591,0.00354
30592,0.00487
30593,0.010004
30594,0.00909
30595,0.00318
30596,0.013580000000000002
30597,0.00369
30598,0.005751
30599,0.00846
30600,0.0058000000000000005
30601,0.00386
30602,0.00348
30603,0.008066
30604,0.0032200000000000006
30605,0.0038850000000000004
30606,0.0114
30607,0.00459
30608,0.00846
30609,0.00693
30610,0.00297
30611,0.00517
30612,0.00524
30613,0.005191
30614,0.010661
30615,0.0051600000000000005
30616,0.00523
